PhraseID,phrase,voice,output_file,status
1551,Mi laboras en vokcentro,it-IT-GiuseppeMultilingualNeural,1396_mi_laboras_en_vokcentro.wav,generated
1573,Lili estas bonega administranto pri vendoj,it-IT-GiuseppeMultilingualNeural,1418_lili_estas_bonega_administranto_pri_vendoj.wav,generated
1583,Mi estas dommastrino,it-IT-GiuseppeMultilingualNeural,1428_mi_estas_dommastrino.wav,generated
1589,Li estis promociita,it-IT-GiuseppeMultilingualNeural,1434_li_estis_promociita.wav,generated
1594,Mi estas partnero en advokata firmao,it-IT-GiuseppeMultilingualNeural,1439_mi_estas_partnero_en_advokata_firmao.wav,generated
1612,Li hodiaŭ forestas pro malsano,it-IT-GiuseppeMultilingualNeural,1457_li_hodiaux_forestas_pro_malsano.wav,generated
1650,La limtempo por liveri la varojn eksvalidiĝas,it-IT-GiuseppeMultilingualNeural,1495_la_limtempo_por_liveri_la_varojn_eksvalidigxas.wav,generated
1683,Kiam ni negocos pri la prezo?,it-IT-GiuseppeMultilingualNeural,1528_kiam_ni_negocos_pri_la_prezo.wav,generated
1727,Mi deziras kandidatiĝi por la posteno de oficeja administranto,it-IT-GiuseppeMultilingualNeural,1572_mi_deziras_kandidatigxi_por_la_posteno_de_oficeja_administranto.wav,generated
1750,Ŝi bone plenumas siajn devojn,it-IT-GiuseppeMultilingualNeural,1595_sxi_bone_plenumas_siajn_devojn.wav,generated
1753,Li estas kreema solvanto de problemoj,it-IT-GiuseppeMultilingualNeural,1598_li_estas_kreema_solvanto_de_problemoj.wav,generated
1877,Kie estas la turisma oficejo?,it-IT-GiuseppeMultilingualNeural,1722_kie_estas_la_turisma_oficejo.wav,generated
1957,Ĉu estas halto dumvoje?,it-IT-GiuseppeMultilingualNeural,1802_cxu_estas_halto_dumvoje.wav,generated
2011,Kiam komenciĝas la enŝipiĝo?,it-IT-GiuseppeMultilingualNeural,1856_kiam_komencigxas_la_ensxipigxo.wav,generated
2032,"Mi timas, ke vi ne povas kunporti tion",it-IT-GiuseppeMultilingualNeural,1877_mi_timas_ke_vi_ne_povas_kunporti_tion.wav,generated
2094,Jen mia transitvizo,it-IT-GiuseppeMultilingualNeural,1939_jen_mia_transitvizo.wav,generated
2134,"Sakon por vomado, mi petas",it-IT-GiuseppeMultilingualNeural,1979_sakon_por_vomado_mi_petas.wav,generated
2151,Ĉu vi dezirus iom da manĝaĵo aŭ trinkaĵo?,it-IT-GiuseppeMultilingualNeural,1996_cxu_vi_dezirus_iom_da_mangxajxo_aux_trinkajxo.wav,generated
2360,Parkumado malpermesita,it-IT-GiuseppeMultilingualNeural,2205_parkumado_malpermesita.wav,generated
2364,Eniro malpermesita,it-IT-GiuseppeMultilingualNeural,2209_eniro_malpermesita.wav,generated
2459,Ĉu ĉi tio estas eksprestrajno aŭ loka trajno?,it-IT-GiuseppeMultilingualNeural,2304_cxu_cxi_tio_estas_eksprestrajno_aux_loka_trajno.wav,generated
2489,Ĉu estas restoracia vagono?,it-IT-GiuseppeMultilingualNeural,2334_cxu_estas_restoracia_vagono.wav,generated
2491,Kiom da haltejoj estas de ĉi tie?,it-IT-GiuseppeMultilingualNeural,2336_kiom_da_haltejoj_estas_de_cxi_tie.wav,generated
2541,Bonvolu elekti la plej mallongan vojon,it-IT-GiuseppeMultilingualNeural,2386_bonvolu_elekti_la_plej_mallongan_vojon.wav,generated
2594,Kiam la ŝipo foriros al Vaŝingtono?,it-IT-GiuseppeMultilingualNeural,2439_kiam_la_sxipo_foriros_al_vasxingtono.wav,generated
2629,Ĉu vi havas gimnastikejon ĉi tie?,it-IT-GiuseppeMultilingualNeural,2474_cxu_vi_havas_gimnastikejon_cxi_tie.wav,generated
2654,Ĉu mi povas havi unulitan ĉambron?,it-IT-GiuseppeMultilingualNeural,2499_cxu_mi_povas_havi_unulitan_cxambron.wav,generated
2673,Bonvolu doni al mi vizitkarton kun la adreso de la hotelo,it-IT-GiuseppeMultilingualNeural,2518_bonvolu_doni_al_mi_vizitkarton_kun_la_adreso_de_la_hotelo.wav,generated
2702,Oni devas forlasi la ĉambron je la 12-a tagmeze,it-IT-GiuseppeMultilingualNeural,2547_oni_devas_forlasi_la_cxambron_je_la_12_a_tagmeze.wav,generated
2705,Mi ŝatus meti kelkajn valoraĵojn en la monŝrankon,it-IT-GiuseppeMultilingualNeural,2550_mi_sxatus_meti_kelkajn_valorajxojn_en_la_monsxrankon.wav,generated
2716,Fumado malpermesita,it-IT-GiuseppeMultilingualNeural,2561_fumado_malpermesita.wav,generated
2732,"Ĉu vi ŝatus, ke oni veku vin?",it-IT-GiuseppeMultilingualNeural,2577_cxu_vi_sxatus_ke_oni_veku_vin.wav,generated
2749,"Ĉu vi scias, kio estas via internacia kodo?",it-IT-GiuseppeMultilingualNeural,2594_cxu_vi_scias_kio_estas_via_internacia_kodo.wav,generated
2847,Oni ne telefonis al mi por veki min,it-IT-GiuseppeMultilingualNeural,2692_oni_ne_telefonis_al_mi_por_veki_min.wav,generated
2864,Mi bezonas balailon,it-IT-GiuseppeMultilingualNeural,2709_mi_bezonas_balailon.wav,generated
2922,Fumado estas malpermesita,it-IT-GiuseppeMultilingualNeural,2767_fumado_estas_malpermesita.wav,generated
3004,Mi prenos la pastaĵojn,it-IT-GiuseppeMultilingualNeural,2849_mi_prenos_la_pastajxojn.wav,generated
3051,"Mezrostita, mi petas",it-IT-GiuseppeMultilingualNeural,2896_mezrostita_mi_petas.wav,generated
3146,Ĉi tio estas tro kuirita,it-IT-GiuseppeMultilingualNeural,2991_cxi_tio_estas_tro_kuirita.wav,generated
3154,Mia mendo ankoraŭ ne alvenis,it-IT-GiuseppeMultilingualNeural,2999_mia_mendo_ankoraux_ne_alvenis.wav,generated
3194,Mi havas postebrion,it-IT-GiuseppeMultilingualNeural,3039_mi_havas_postebrion.wav,generated
3210,"Paketon da ĉipsoj, mi petas",it-IT-GiuseppeMultilingualNeural,3055_paketon_da_cxipsoj_mi_petas.wav,generated
3278,Mi preferas ĵeleon el nigra ribo,it-IT-GiuseppeMultilingualNeural,3123_mi_preferas_jxeleon_el_nigra_ribo.wav,generated
3321,"Pastaĵojn, mi petas",it-IT-GiuseppeMultilingualNeural,3166_pastajxojn_mi_petas.wav,generated
3329,Mi ankaŭ ŝatas panon kun sezamo,it-IT-GiuseppeMultilingualNeural,3174_mi_ankaux_sxatas_panon_kun_sezamo.wav,generated
3347,Mi ŝatas cerealojn,it-IT-GiuseppeMultilingualNeural,3192_mi_sxatas_cerealojn.wav,generated
3352,Mi ŝatas ĵeleon,it-IT-GiuseppeMultilingualNeural,3197_mi_sxatas_jxeleon.wav,generated
3381,Nun estas rabatvendo,it-IT-GiuseppeMultilingualNeural,3226_nun_estas_rabatvendo.wav,generated
3418,Kie estas la provejo?,it-IT-GiuseppeMultilingualNeural,3263_kie_estas_la_provejo.wav,generated
3460,Kiam ĉi tiu varo estos en rabatvendo?,it-IT-GiuseppeMultilingualNeural,3305_kiam_cxi_tiu_varo_estos_en_rabatvendo.wav,generated
3473,Mi bezonas paron da mokasenoj,it-IT-GiuseppeMultilingualNeural,3318_mi_bezonas_paron_da_mokasenoj.wav,generated
3540,Ĝi estas en la rabatvendo,it-IT-GiuseppeMultilingualNeural,3385_gxi_estas_en_la_rabatvendo.wav,generated
3546,Mi ŝatus paletron da ŝminko por la palpebroj,it-IT-GiuseppeMultilingualNeural,3391_mi_sxatus_paletron_da_sxminko_por_la_palpebroj.wav,generated
3553,"Akvorezistan ŝminkon por okulharoj, bonvolu",it-IT-GiuseppeMultilingualNeural,3398_akvorezistan_sxminkon_por_okulharoj_bonvolu.wav,generated
3592,Ĉe ni estas rabatvendo,it-IT-GiuseppeMultilingualNeural,3437_cxe_ni_estas_rabatvendo.wav,generated
3595,Ĉu vi havas la saman?,it-IT-GiuseppeMultilingualNeural,3440_cxu_vi_havas_la_saman.wav,generated
3791,Ĝi estas filmo de suspenso,it-IT-GiuseppeMultilingualNeural,3636_gxi_estas_filmo_de_suspenso.wav,generated
3820,Ĉu ni prenu pufmaizon?,it-IT-GiuseppeMultilingualNeural,3665_cxu_ni_prenu_pufmaizon.wav,generated
3824,La filmo gajnis premion ĉe la Festivalo de Cannes,it-IT-GiuseppeMultilingualNeural,3669_la_filmo_gajnis_premion_cxe_la_festivalo_de_cannes.wav,generated
3869,Kie estas la vestejo?,it-IT-GiuseppeMultilingualNeural,3714_kie_estas_la_vestejo.wav,generated
3970,Ĉi-vespere estas tre homplene,it-IT-GiuseppeMultilingualNeural,3815_cxi_vespere_estas_tre_homplene.wav,generated
3972,Kion vi pensas pri la diskĵokeo?,it-IT-GiuseppeMultilingualNeural,3817_kion_vi_pensas_pri_la_diskjxokeo.wav,generated
4008,"Certiĝu, ke vi havas savjakon",it-IT-GiuseppeMultilingualNeural,3853_certigxu_ke_vi_havas_savjakon.wav,generated
4057,Kie okazos la konkurso de ĵudo?,it-IT-GiuseppeMultilingualNeural,3902_kie_okazos_la_konkurso_de_jxudo.wav,generated
4070,Kie mi povas lui golfbastonojn kaj golfĉaron?,it-IT-GiuseppeMultilingualNeural,3915_kie_mi_povas_lui_golfbastonojn_kaj_golfcxaron.wav,generated
4122,Ĉu estas tendumejo proksime?,it-IT-GiuseppeMultilingualNeural,3967_cxu_estas_tendumejo_proksime.wav,generated
4125,Estas pli ol 2 kilometroj,it-IT-GiuseppeMultilingualNeural,3970_estas_pli_ol_2_kilometroj.wav,generated
4143,Ĉasado estas malpermesita ĉi tie,it-IT-GiuseppeMultilingualNeural,3988_cxasado_estas_malpermesita_cxi_tie.wav,generated
4154,Ĉu ni supreniros per telfero?,it-IT-GiuseppeMultilingualNeural,3999_cxu_ni_supreniros_per_telfero.wav,generated
4175,Mia patrino estas fanatikulo pri televidaj romanoj,it-IT-GiuseppeMultilingualNeural,4020_mia_patrino_estas_fanatikulo_pri_televidaj_romanoj.wav,generated
4235,Sentu vin komforte en la salono,it-IT-GiuseppeMultilingualNeural,4080_sentu_vin_komforte_en_la_salono.wav,generated
4255,Ĉu vi volas elekti alian servon?,it-IT-GiuseppeMultilingualNeural,4100_cxu_vi_volas_elekti_alian_servon.wav,generated
4295,"Ĉu mi povus mendi novan ĉekaron, mi petas?",it-IT-GiuseppeMultilingualNeural,4140_cxu_mi_povus_mendi_novan_cxekaron_mi_petas.wav,generated
4364,Mi bezonas tondadon,it-IT-GiuseppeMultilingualNeural,4209_mi_bezonas_tondadon.wav,generated
4365,Mi ŝatus franĝon,it-IT-GiuseppeMultilingualNeural,4210_mi_sxatus_frangxon.wav,generated
4372,"Mildan permanentan ondigon, mi petas",it-IT-GiuseppeMultilingualNeural,4217_mildan_permanentan_ondigon_mi_petas.wav,generated
4373,"Tondadon kaj razadon, mi petas",it-IT-GiuseppeMultilingualNeural,4218_tondadon_kaj_razadon_mi_petas.wav,generated
4405,Bonvolu tondi kaj feni miajn harojn,it-IT-GiuseppeMultilingualNeural,4250_bonvolu_tondi_kaj_feni_miajn_harojn.wav,generated
4408,Bonvolu fari al mi mezan disigon en la haroj,it-IT-GiuseppeMultilingualNeural,4253_bonvolu_fari_al_mi_mezan_disigon_en_la_haroj.wav,generated
4412,"Jes. Iom da sprajo por haroj, mi petas",it-IT-GiuseppeMultilingualNeural,4257_jes_iom_da_sprajo_por_haroj_mi_petas.wav,generated
4413,"Iom da ĝelo por haroj, mi petas",it-IT-GiuseppeMultilingualNeural,4258_iom_da_gxelo_por_haroj_mi_petas.wav,generated
4415,"Ĉu vi povus tondi miajn lipharojn, mi petas?",it-IT-GiuseppeMultilingualNeural,4260_cxu_vi_povus_tondi_miajn_lipharojn_mi_petas.wav,generated
4419,Mi ŝatus havi traktadon de la vizaĝo,it-IT-GiuseppeMultilingualNeural,4264_mi_sxatus_havi_traktadon_de_la_vizagxo.wav,generated
4420,Mi ŝatus ricevi masaĝon de la skalpo,it-IT-GiuseppeMultilingualNeural,4265_mi_sxatus_ricevi_masagxon_de_la_skalpo.wav,generated
4461,Ĉu mi povas rigardi ĝin?,it-IT-GiuseppeMultilingualNeural,4306_cxu_mi_povas_rigardi_gxin.wav,generated
4464,Ĝi estos preta ĝis morgaŭ,it-IT-GiuseppeMultilingualNeural,4309_gxi_estos_preta_gxis_morgaux.wav,generated
4486,Kie estas la plej proksima riparejo por ŝuoj?,it-IT-GiuseppeMultilingualNeural,4331_kie_estas_la_plej_proksima_riparejo_por_sxuoj.wav,generated
4498,Mi ŝatus kontrolan ekzamenon,it-IT-GiuseppeMultilingualNeural,4343_mi_sxatus_kontrolan_ekzamenon.wav,generated
4501,Ĉu vi havas kapturnon?,it-IT-GiuseppeMultilingualNeural,4346_cxu_vi_havas_kapturnon.wav,generated
4519,Kie estas la rentgena ĉambro?,it-IT-GiuseppeMultilingualNeural,4364_kie_estas_la_rentgena_cxambro.wav,generated
4600,Mi havas gorĝdoloron,it-IT-GiuseppeMultilingualNeural,4445_mi_havas_gorgxdoloron.wav,generated
4730,Ĉu ĉi tiuj sunokulvitroj havas UV-protekton?,it-IT-GiuseppeMultilingualNeural,4575_cxu_cxi_tiuj_sunokulvitroj_havas_uv_protekton.wav,generated
4745,Ĉu vi havas kontraŭdolorilojn?,it-IT-GiuseppeMultilingualNeural,4590_cxu_vi_havas_kontrauxdolorilojn.wav,generated
4797,Restu sur la linio,it-IT-GiuseppeMultilingualNeural,4642_restu_sur_la_linio.wav,generated
4819,Mi ne ricevas vokan signalon,it-IT-GiuseppeMultilingualNeural,4664_mi_ne_ricevas_vokan_signalon.wav,generated
4848,"Ne demetu ankoraŭ la aŭdilon, mi petas",it-IT-GiuseppeMultilingualNeural,4693_ne_demetu_ankoraux_la_auxdilon_mi_petas.wav,generated
4850,Ĉu vi povas diski la numeron por mi?,it-IT-GiuseppeMultilingualNeural,4695_cxu_vi_povas_diski_la_numeron_por_mi.wav,generated
4851,Mi vidos ĉu mi povas konekti vin,it-IT-GiuseppeMultilingualNeural,4696_mi_vidos_cxu_mi_povas_konekti_vin.wav,generated
4859,Atendu la signalon kaj disku la numeron,it-IT-GiuseppeMultilingualNeural,4704_atendu_la_signalon_kaj_disku_la_numeron.wav,generated
4867,"Pardonu, ŝi estas sur alia linio",it-IT-GiuseppeMultilingualNeural,4712_pardonu_sxi_estas_sur_alia_linio.wav,generated
4869,Bonvolu demeti la aŭdilon kaj telefoni denove,it-IT-GiuseppeMultilingualNeural,4714_bonvolu_demeti_la_auxdilon_kaj_telefoni_denove.wav,generated
4923,Kio estas la valoro?,it-IT-GiuseppeMultilingualNeural,4768_kio_estas_la_valoro.wav,generated
4962,Ĉe kiu giĉeto estas poŝtrestante?,it-IT-GiuseppeMultilingualNeural,4807_cxe_kiu_gicxeto_estas_posxtrestante.wav,generated
4969,Mi kunsendas mian vivresumon,it-IT-GiuseppeMultilingualNeural,4814_mi_kunsendas_mian_vivresumon.wav,generated
5089,Ĉu jam estas malfrue?,it-IT-GiuseppeMultilingualNeural,4934_cxu_jam_estas_malfrue.wav,generated
