PhraseID,phrase,voice,output_file,matched_audio_file,status
2193,Ĉu ĝi havas manan aŭ aŭtomatan transmision?,spomenka,2038_cxu_gxi_havas_manan_aux_auxtomatan_transmision.wav,2038_cxu_gxi_estas_mekanika_aux_auxtomata.wav,generated
2199,La benzinujo ne estas plena,spomenka,2044_la_benzinujo_ne_estas_plena.wav,2044_la_tanko_ne_estas_plena.wav,generated
2228,Ĉu mi devas redoni la aŭton kun plena benzinujo?,spomenka,2073_cxu_mi_devas_redoni_la_auxton_kun_plena_benzinujo.wav,2073_cxu_mi_devas_redoni_la_auxton_kun_plena_tanko.wav,generated
2229,Vi devas redoni ĝin kun plena benzinujo,spomenka,2074_vi_devas_redoni_gxin_kun_plena_benzinujo.wav,2074_vi_devas_redoni_gxin_kun_plena_tanko.wav,generated
2234,Ĉu mi devas pagi kaŭcion?,spomenka,2079_cxu_mi_devas_pagi_kauxcion.wav,2079_cxu_mi_devas_pagi_antauxpagon.wav,generated
2237,Ĉu mi povus redoni la aŭton ĉe mia celloko?,spomenka,2082_cxu_mi_povus_redoni_la_auxton_cxe_mia_celloko.wav,2082_cxu_mi_povus_lasi_la_auxton_cxe_mia_celloko.wav,generated
2284,Turnu dekstren ĉe la dua turniĝo,spomenka,2129_turnu_dekstren_cxe_la_dua_turnigxo.wav,2129_prenu_la_duan_turnon_dekstre.wav,generated
2303,Plenigu la benzinujon,spomenka,2148_plenigu_la_benzinujon.wav,2148_plenigu_la_tankon.wav,generated
2322,La akumulatoro malŝargiĝis,spomenka,2167_la_akumulatoro_malsxargigxis.wav,2167_la_baterio_elcxerpigxis.wav,generated
2326,Ĉu vi povus sendi mekanikiston?,spomenka,2171_cxu_vi_povus_sendi_mekanikiston.wav,2171_cxu_vi_povus_sendi_mehxanikiston.wav,generated
2336,Ĉu vi bonvolus ŝargi la akumulatoron?,spomenka,2181_cxu_vi_bonvolus_sxargi_la_akumulatoron.wav,2181_cxu_vi_bonvolus_sxargi_la_baterion.wav,generated
2348,Ĉu vi bonvolus aldoni bremslikvaĵon?,spomenka,2193_cxu_vi_bonvolus_aldoni_bremslikvajxon.wav,2193_cxu_vi_bonvolus_aldoni_bremsfluajxon.wav,generated
2367,Buskoridoro,spomenka,2212_buskoridoro.wav,2212_busstrio.wav,generated
2374,Trafiklumoj,spomenka,2219_trafiklumoj.wav,2219_trafiklumo_regulado.wav,generated
2395,Kie mi ŝanĝu aŭtobuson por Zagrebo?,spomenka,2240_kie_mi_sxangxu_auxtobuson_por_zagrebo.wav,2240_kie_mi_transiru_por_zagrebo.wav,generated
2416,Vi devos ŝanĝi aŭtobuson en Oslo,spomenka,2261_vi_devos_sxangxi_auxtobuson_en_oslo.wav,2261_vi_devos_transiri_en_oslo.wav,generated
2419,Kiu kajo?,spomenka,2264_kiu_kajo.wav,2264_kiu_platformo.wav,generated
2425,Ĉu tio estas ekspresa trajno?,spomenka,2270_cxu_tio_estas_ekspresa_trajno.wav,2270_cxu_tio_estas_rapidtrajno.wav,generated
2464,Mi ŝatus aldoni 10 funtojn al ĝi,spomenka,2309_mi_sxatus_aldoni_10_funtojn_al_gxi.wav,2309_mi_sxatus_meti_10_funtojn_sur_gxin.wav,generated
2493,Tra kie ni nun veturas?,spomenka,2338_tra_kie_ni_nun_veturas.wav,2338_kie_ni_nun_traveturas.wav,generated
2529,Kio estas la adreso?,spomenka,2374_kio_estas_la_adreso.wav,2374_kiu_estas_la_adreso.wav,generated
2532,Kie estas la taksimetro?,spomenka,2377_kie_estas_la_taksimetro.wav,2377_kie_estas_la_taksometro.wav,generated
2547,Estas flughavena krompago,spomenka,2392_estas_flughavena_krompago.wav,2392_estas_flughavena_superpago.wav,generated
2561,Bonvolu ŝalti la taksimetron,spomenka,2406_bonvolu_sxalti_la_taksimetron.wav,2406_bonvolu_sxalti_la_taksometron.wav,generated
2569,Mi havas marmalsanon,spomenka,2414_mi_havas_marmalsanon.wav,2414_mi_marmalsanas.wav,generated
2589,La krozado estis mirinda,spomenka,2434_la_krozado_estis_mirinda.wav,2434_la_kruzo_estis_mirinda.wav,generated
2633,Ĉu en mia ĉambro estas ŝtopilingo por mia elektra razilo?,spomenka,2478_cxu_en_mia_cxambro_estas_sxtopilingo_por_mia_elektra_razilo.wav,2478_cxu_en_mia_cxambro_estas_prizo_por_mia_elektra_razilo.wav,generated
2649,Mi ŝatus plenan pensionon,spomenka,2494_mi_sxatus_plenan_pensionon.wav,2494_mi_sxatus_plenan_pension.wav,generated
2727,"Mi bezonas, ke oni lavu ĉi tion",spomenka,2572_mi_bezonas_ke_oni_lavu_cxi_tion.wav,2572_mi_bezonas_lavi_cxi_tion.wav,generated
2744,Kie estas la savelirejo?,spomenka,2589_kie_estas_la_savelirejo.wav,2589_kie_estas_la_urgxa_elirejo.wav,generated
2781,"Ne, ni ne uzis ĝin",spomenka,2626_ne_ni_ne_uzis_gxin.wav,2626_ne_ni_ne_uzis.wav,generated
2782,Ĉu la servokotizo estas inkluzivita?,spomenka,2627_cxu_la_servokotizo_estas_inkluzivita.wav,2627_cxu_la_servkotizo_estas_inkluzivita.wav,generated
2787,Ĉu vi akceptas usonajn dolarojn?,spomenka,2632_cxu_vi_akceptas_usonajn_dolarojn.wav,2632_cxu_vi_akceptas_amerikajn_dolarojn.wav,generated
2798,Kiom oni fakturis al mi por la minibaro?,spomenka,2643_kiom_oni_fakturis_al_mi_por_la_minibaro.wav,2643_kiom_oni_kalkulis_al_mi_por_la_minibaro.wav,generated
2848,"Mi rezervis duoblan liton, sed ricevis du apartajn litojn",spomenka,2693_mi_rezervis_duoblan_liton_sed_ricevis_du_apartajn_litojn.wav,2693_mi_rezervis_duoblan_liton_sed_ricevis_du_unulitajn.wav,generated
2868,Mi bezonas ŝvabrilon,spomenka,2713_mi_bezonas_sxvabrilon.wav,2713_mi_bezonas_sxvabron.wav,generated
2884,Mi bezonas suĉkloŝon,spomenka,2729_mi_bezonas_sucxklosxon.wav,2729_mi_bezonas_ventuzilon.wav,generated
2908,"Jes, mi havas rezervon",spomenka,2753_jes_mi_havas_rezervon.wav,2753_jes_gxi_estas_mendita.wav,generated
3076,Ĉu vi ŝatus iom da deserto?,spomenka,2921_cxu_vi_sxatus_iom_da_deserto.wav,2921_kiel_pri_iom_da_deserto.wav,generated
3087,"Jes, ili ankaŭ ŝatas kalzoneon",spomenka,2932_jes_ili_ankaux_sxatas_kalzoneon.wav,2932_jes_ili_ankaux_sxatas_kalconon.wav,generated
3122,Ĉu la kalkulo inkluzivas la servokotizon?,spomenka,2967_cxu_la_kalkulo_inkluzivas_la_servokotizon.wav,2967_cxu_la_kalkulo_inkluzivas_la_servan_pagon.wav,generated
3162,Ĝi ne estas sufiĉe kuirita,spomenka,3007_gxi_ne_estas_suficxe_kuirita.wav,3007_gxi_ne_estas_suficxe_bakita.wav,generated
3218,Mi ŝatas bifstekon el bova lumbaĵo,spomenka,3063_mi_sxatas_bifstekon_el_bova_lumbajxo.wav,3063_mi_sxatas_sirlojnan_bifstekon.wav,generated
3227,Mi prenos la rostbefon,spomenka,3072_mi_prenos_la_rostbefon.wav,3072_mi_prenos_la_rostbifon.wav,generated
3270,Ŝi ne ŝatas limeojn,spomenka,3115_sxi_ne_sxatas_limeojn.wav,3115_sxi_ne_sxatas_limon.wav,generated
3282,Ni prenos du oksikokajn mufinojn,spomenka,3127_ni_prenos_du_oksikokajn_mufinojn.wav,3127_ni_prenos_du_kranberajn_mufinojn.wav,generated
3283,Ŝi prenos grapfruktan torton kun glaciaĵo,spomenka,3128_sxi_prenos_grapfruktan_torton_kun_glaciajxo.wav,3128_sxi_prenos_grapfruktan_kukon_kun_glaciajxo.wav,generated
3310,Ne uzu tro multe da akra kapsiko,spomenka,3155_ne_uzu_tro_multe_da_akra_kapsiko.wav,3155_ne_uzu_tro_multe_da_cxilio.wav,generated
3313,Mi ŝatus la panumitan kukurbeton,spomenka,3158_mi_sxatus_la_panumitan_kukurbeton.wav,3158_mi_sxatus_la_panitan_zukinon.wav,generated
3318,Li prenos la brezitajn karotojn kaj kikerojn,spomenka,3163_li_prenos_la_brezitajn_karotojn_kaj_kikerojn.wav,3163_li_prenos_la_brasitajn_karotojn_kaj_kikerojn.wav,generated
3350,Mi volas iom da lardo,spomenka,3195_mi_volas_iom_da_lardo.wav,3195_mi_volas_iom_da_bekono.wav,generated
3359,Mi ŝatas ŝorbeton,spomenka,3204_mi_sxatas_sxorbeton.wav,3204_mi_sxatas_sorbeton.wav,generated
3362,Ŝi ŝatas benjetojn,spomenka,3207_sxi_sxatas_benjetojn.wav,3207_sxi_sxatas_ringokukojn.wav,generated
3367,Mi ŝatus la rizan pudingon,spomenka,3212_mi_sxatus_la_rizan_pudingon.wav,3212_mi_sxatus_la_rizopudinon.wav,generated
3368,Mi ŝatus patkukojn kun acera siropo,spomenka,3213_mi_sxatus_patkukojn_kun_acera_siropo.wav,3213_mi_sxatus_pankukojn_kun_acera_siropo.wav,generated
3370,Ĉu vi manĝas kornajn bulkojn ĉiutage?,spomenka,3215_cxu_vi_mangxas_kornajn_bulkojn_cxiutage.wav,3215_cxu_vi_mangxas_kruasanojn_cxiutage.wav,generated
3401,Ĉu estas magazeno proksime?,spomenka,3246_cxu_estas_magazeno_proksime.wav,3246_cxu_estas_universala_magazeno_proksime.wav,generated
3408,Butikoŝtelistoj estos juĝe persekutataj,spomenka,3253_butikosxtelistoj_estos_jugxe_persekutataj.wav,3253_butikosxtelistoj_estos_procesitaj.wav,generated
3449,Kian grandecon havas ĉi tiu ŝorto?,spomenka,3294_kian_grandecon_havas_cxi_tiu_sxorto.wav,3294_kiugrandaj_estas_cxi_tiuj_sxortoj.wav,generated
3456,Mi serĉas ion sablokoloran,spomenka,3301_mi_sercxas_ion_sablokoloran.wav,3301_mi_sercxas_ion_begxan.wav,generated
3466,Ĉu vi havas jakon konvenan al ĉi tiu pantalono?,spomenka,3311_cxu_vi_havas_jakon_konvenan_al_cxi_tiu_pantalono.wav,3311_cxu_vi_havas_jakon_konvenan_al_cxi_tiuj_pantalonoj.wav,generated
3472,Bonvolu meti ĉi tion flanken por mi,spomenka,3317_bonvolu_meti_cxi_tion_flanken_por_mi.wav,3317_bonvolu_flankmeti_cxi_tion_por_mi.wav,generated
3484,Mi ŝatus paron da zorioj,spomenka,3329_mi_sxatus_paron_da_zorioj.wav,3329_mi_sxatus_paron_da_fingrosandaloj.wav,generated
3485,Bonvolu montri al mi tiun paron da pantofloj,spomenka,3330_bonvolu_montri_al_mi_tiun_paron_da_pantofloj.wav,3330_bonvolu_montri_al_mi_tiun_paron_da_pantofoj.wav,generated
3494,Ili perfekte sidas al mi,spomenka,3339_ili_perfekte_sidas_al_mi.wav,3339_ili_sidas_sur_mi_kiel_ganto.wav,generated
3498,Mi serĉas koltukon,spomenka,3343_mi_sercxas_koltukon.wav,3343_mi_sercxas_skarfon.wav,generated
3502,Ĉi tiuj gantoj estas tro malvastaj,spomenka,3347_cxi_tiuj_gantoj_estas_tro_malvastaj.wav,3347_cxi_tiuj_gantoj_estas_tro_stretaj.wav,generated
3534,Mi ŝatus tubon da dentopasto,spomenka,3379_mi_sxatus_tubon_da_dentopasto.wav,3379_mi_sxatus_tubon_de_dentopasto.wav,generated
3629,Mi ŝatus aĉeti memoraĵon de la urbo,spomenka,3474_mi_sxatus_acxeti_memorajxon_de_la_urbo.wav,3474_mi_sxatus_acxeti_suveniron_de_la_urbo.wav,generated
3664,Mi ŝatus tiun pecon da fromaĝo,spomenka,3509_mi_sxatus_tiun_pecon_da_fromagxo.wav,3509_mi_sxatus_tiun_pecon_de_fromagxo.wav,generated
3672,Kiujn markojn vi havas kun filtriloj?,spomenka,3517_kiujn_markojn_vi_havas_kun_filtriloj.wav,3517_kiujn_markojn_vi_havas_kun_filtroj.wav,generated
3675,Mi ŝatus bastonpanon,spomenka,3520_mi_sxatus_bastonpanon.wav,3520_mi_sxatus_bageton.wav,generated
3715,Mi ŝatus vidi kelkajn poemarojn,spomenka,3560_mi_sxatus_vidi_kelkajn_poemarojn.wav,3560_mi_sxatus_vidi_kelkajn_librojn_pri_poezio.wav,generated
3719,Mi ŝatus bukedon da ruĝaj rozoj,spomenka,3564_mi_sxatus_bukedon_da_rugxaj_rozoj.wav,3564_mi_sxatus_bukedon_de_rugxaj_rozoj.wav,generated
3726,Mi bezonas makedona-ukrainan vortaron,spomenka,3571_mi_bezonas_makedona_ukrainan_vortaron.wav,3571_mi_bezonas_makedonan_ukrainan_vortaron.wav,generated
3737,"Ĉu vi povus diri al mi, kie estas brokanta librovendejo?",spomenka,3582_cxu_vi_povus_diri_al_mi_kie_estas_brokanta_librovendejo.wav,3582_cxu_vi_povus_montri_al_mi_antikvaran_librovendejon.wav,generated
3751,"Pardonu, ni akceptas nur kontantan monon",spomenka,3596_pardonu_ni_akceptas_nur_kontantan_monon.wav,3596_pardonu_ni_akceptas_nur_kontanton.wav,generated
3868,Mi ŝatus preni teatran binoklon,spomenka,3713_mi_sxatus_preni_teatran_binoklon.wav,3713_mi_sxatus_preni_teatran_lorneton.wav,generated
3936,"Unu plenkreskulan bileton kaj du infanajn biletojn, mi petas",spomenka,3781_unu_plenkreskulan_bileton_kaj_du_infanajn_biletojn_mi_petas.wav,3781_unu_plenkreskulan_kaj_du_infanajn_mi_petas.wav,generated
3990,Kie mi povas lui surfotabulon?,spomenka,3835_kie_mi_povas_lui_surfotabulon.wav,3835_kie_mi_povas_lui_surftabulon.wav,generated
3999,Kiom kostas lui malsekkostumon por unu tago?,spomenka,3844_kiom_kostas_lui_malsekkostumon_por_unu_tago.wav,3844_kiom_kostas_lui_akvokostumon_por_unu_tago.wav,generated
4014,Estis remiso,spomenka,3859_estis_remiso.wav,3859_estis_remizo.wav,generated
4022,Kiu estas la arbitracianto?,spomenka,3867_kiu_estas_la_arbitracianto.wav,3867_kiu_estas_la_arbitro.wav,generated
4032,Kie estas la tenisejo?,spomenka,3877_kie_estas_la_tenisejo.wav,3877_kie_estas_la_teniskorto.wav,generated
4056,"Kia, laŭ vi, estos la fina rezulto?",spomenka,3901_kia_laux_vi_estos_la_fina_rezulto.wav,3901_kiel_vi_pensas_kia_estos_la_fina_rezulto.wav,generated
4059,Kiom kostas lui la tenisejon?,spomenka,3904_kiom_kostas_lui_la_tenisejon.wav,3904_kiom_kostas_lui_la_korton.wav,generated
4065,Kiaj estas la vetŝancoj de la favorato?,spomenka,3910_kiaj_estas_la_vetsxancoj_de_la_favorato.wav,3910_kiaj_estas_la_vetproporcioj_por_la_favorato.wav,generated
4068,"Kiom estas la minimuma veto, kiun mi povas fari?",spomenka,3913_kiom_estas_la_minimuma_veto_kiun_mi_povas_fari.wav,3913_kiu_estas_la_minimuma_veto_kiun_mi_povas_fari.wav,generated
4071,Kio estas la norma nombro da batoj por ĉi tiu truo?,spomenka,3916_kio_estas_la_norma_nombro_da_batoj_por_cxi_tiu_truo.wav,3916_kio_estas_la_paro_por_cxi_tiu_truo.wav,generated
4073,Kiom da boatoj partoprenas en ĉi tiu regatto?,spomenka,3918_kiom_da_boatoj_partoprenas_en_cxi_tiu_regatto.wav,3918_kiom_da_boatoj_partoprenas_en_cxi_tiu_regato.wav,generated
4115,Ĉu vi havas ruldomon?,spomenka,3960_cxu_vi_havas_ruldomon.wav,3960_cxu_vi_havas_karavanon.wav,generated
4131,Ĉu vi povas alporti vian propran rostokradon?,spomenka,3976_cxu_vi_povas_alporti_vian_propran_rostokradon.wav,3976_cxu_vi_povas_alporti_vian_propran_grilon.wav,generated
4151,Kion vi diras pri promeno en la arbaro?,spomenka,3996_kion_vi_diras_pri_promeno_en_la_arbaro.wav,3996_kiel_pri_promeno_en_la_arbaro.wav,generated
4176,Ĉu iu volus ludi sagetojn?,spomenka,4021_cxu_iu_volus_ludi_sagetojn.wav,4021_cxu_iu_volus_ludi_dartojn.wav,generated
4181,Ŝi kultivas sojfabojn,spomenka,4026_sxi_kultivas_sojfabojn.wav,4026_sxi_kultivas_sojon.wav,generated
4197,Ŝi rastis la foliojn en amason,spomenka,4042_sxi_rastis_la_foliojn_en_amason.wav,4042_sxi_rakis_la_foliojn_en_amason.wav,generated
4210,Ĉu vi ŝatus mantukon?,spomenka,4055_cxu_vi_sxatus_mantukon.wav,4055_cxu_vi_sxatus_tukon.wav,generated
4214,Mi boligos akvon,spomenka,4059_mi_boligos_akvon.wav,4059_mi_metos_la_bolkrucxon.wav,generated
4223,Ĉu vi ŝatus toaston?,spomenka,4068_cxu_vi_sxatus_toaston.wav,4068_cxu_vi_sxatus_toston.wav,generated
4227,La akvo jam bolas,spomenka,4072_la_akvo_jam_bolas.wav,4072_la_bolilo_bolis.wav,generated
4240,Ĉu vi ŝatus ĝinon kun toniko?,spomenka,4085_cxu_vi_sxatus_gxinon_kun_toniko.wav,4085_cxu_vi_sxatus_ginon_kun_toniko.wav,generated
4267,Kiom estas la provizio?,spomenka,4112_kiom_estas_la_provizio.wav,4112_kia_estas_la_provizio.wav,generated
4294,"Ĉu mi povus ricevi konteltiron, mi petas?",spomenka,4139_cxu_mi_povus_ricevi_konteltiron_mi_petas.wav,4139_cxu_mi_povus_ricevi_kontoekstrakton_mi_petas.wav,generated
4307,Mi ŝatus ĝiri iom da mono en ĉi tiun konton,spomenka,4152_mi_sxatus_gxiri_iom_da_mono_en_cxi_tiun_konton.wav,4152_mi_sxatus_transloki_iom_da_mono_al_cxi_tiu_konto.wav,generated
4311,Kiom estas la interezprocento de ĉi tiu konto?,spomenka,4156_kiom_estas_la_interezprocento_de_cxi_tiu_konto.wav,4156_kia_estas_la_interezprocento_de_cxi_tiu_konto.wav,generated
4315,Kiom estas via buĝeto?,spomenka,4160_kiom_estas_via_bugxeto.wav,4160_kia_estas_via_bugxeto.wav,generated
4321,Mi serĉas bangalon,spomenka,4166_mi_sercxas_bangalon.wav,4166_mi_sercxas_bungalon.wav,generated
4325,Kiom estas la petata prezo?,spomenka,4170_kiom_estas_la_petata_prezo.wav,4170_kiu_estas_la_petata_prezo.wav,generated
4340,Kiom estas la monata pago?,spomenka,4185_kiom_estas_la_monata_pago.wav,4185_kiom_estas_la_monata_kotizo.wav,generated
4350,Interesas min ekscii pli pri ĉi tiu posedaĵo,spomenka,4195_interesas_min_ekscii_pli_pri_cxi_tiu_posedajxo.wav,4195_mi_interesigxas_scii_pli_pri_cxi_tiu_posedajxo.wav,generated
4372,"Mildan konstantan ondumadon, mi petas",spomenka,4217_mildan_konstantan_ondumadon_mi_petas.wav,4217_mildan_permanentan_ondigon_mi_petas.wav,generated
