PhraseID,current_phrase,current_audio_key,matched_audio_file,match_type
1767,Li estas fidinda persono kun bona humursento,1612_li_estas_fidinda_persono_kun_bona_humursento,1612_li_estas_fidinda_persono_kun_bona_humorsento.wav,prefix
1780,Kiun ŝparvojon mi povas preni?,1625_kiun_sxparvojon_mi_povas_preni,1625_kiun_mallongan_vojon_mi_povas_preni.wav,prefix
1807,"Ĉu vi scias, kie troviĝas la kanada ambasadejo?",1652_cxu_vi_scias_kie_trovigxas_la_kanada_ambasadejo,1652_cxu_vi_scias_kie_trovigxas_la_kanada_ambasadorejo.wav,prefix
1840,Vi prefere prenu la buson,1685_vi_prefere_prenu_la_buson,1685_vi_pli_bone_prenu_la_buson.wav,prefix
1906,Kie mi povas preni la navedan buson?,1751_kie_mi_povas_preni_la_navedan_buson,1751_kie_mi_povas_preni_la_navedbuson.wav,prefix
1978,Ĉu mi povas ŝanĝi aviadilon en la sama tago?,1823_cxu_mi_povas_sxangxi_aviadilon_en_la_sama_tago,1823_cxu_mi_povas_fari_la_transiron_en_la_sama_tago.wav,prefix
1989,Kiom da tempo necesas por ŝanĝi aviadilon?,1834_kiom_da_tempo_necesas_por_sxangxi_aviadilon,1834_kiom_da_tempo_necesas_por_la_transsxangxo.wav,prefix
2044,Ĉu vi registrigas iun bagaĝon?,1889_cxu_vi_registrigas_iun_bagagxon,1889_cxu_vi_enregistras_iun_bagagxon.wav,prefix
2057,"Ĉu mi devas registrigi ĉi tion kiel bagaĝon, aŭ ĉu mi povas kunporti ĝin?",1902_cxu_mi_devas_registrigi_cxi_tion_kiel_bagagxon_aux_cxu_mi_povas_kunporti_gxin,1902_cxu_mi_devas_enregistri_cxi_tion_aux_cxu_mi_povas_kunporti_gxin.wav,prefix
2089,Kiom da dogano mi devas pagi?,1934_kiom_da_dogano_mi_devas_pagi,1934_kiom_da_imposto_mi_devas_pagi.wav,prefix
2100,Mi havas statuson de rifuĝinto,1945_mi_havas_statuson_de_rifugxinto,1945_mi_havas_rifugxintan_statuson.wav,prefix
2113,Vi devas pagi doganon por ĉi tiuj varoj,1958_vi_devas_pagi_doganon_por_cxi_tiuj_varoj,1958_vi_devas_pagi_imposton_por_cxi_tiuj_varoj.wav,prefix
2143,La loka tempo estas 21:34,1988_la_loka_tempo_estas_21_34,1988_la_loka_tempo_estas_la_21_34.wav,prefix
2157,Ĉu vi povus traduki ĝin en la turkan?,2002_cxu_vi_povus_traduki_gxin_en_la_turkan,2002_cxu_vi_povus_traduki_gxin_al_la_turka.wav,prefix
2193,Ĉu ĝi havas manan aŭ aŭtomatan transmision?,2038_cxu_gxi_havas_manan_aux_auxtomatan_transmision,2038_cxu_gxi_estas_mekanika_aux_auxtomata.wav,prefix
2199,La benzinujo ne estas plena,2044_la_benzinujo_ne_estas_plena,2044_la_tanko_ne_estas_plena.wav,prefix
2228,Ĉu mi devas redoni la aŭton kun plena benzinujo?,2073_cxu_mi_devas_redoni_la_auxton_kun_plena_benzinujo,2073_cxu_mi_devas_redoni_la_auxton_kun_plena_tanko.wav,prefix
2229,Vi devas redoni ĝin kun plena benzinujo,2074_vi_devas_redoni_gxin_kun_plena_benzinujo,2074_vi_devas_redoni_gxin_kun_plena_tanko.wav,prefix
2234,Ĉu mi devas pagi kaŭcion?,2079_cxu_mi_devas_pagi_kauxcion,2079_cxu_mi_devas_pagi_antauxpagon.wav,prefix
2237,Ĉu mi povus redoni la aŭton ĉe mia celloko?,2082_cxu_mi_povus_redoni_la_auxton_cxe_mia_celloko,2082_cxu_mi_povus_lasi_la_auxton_cxe_mia_celloko.wav,prefix
2284,Turnu dekstren ĉe la dua turniĝo,2129_turnu_dekstren_cxe_la_dua_turnigxo,2129_prenu_la_duan_turnon_dekstre.wav,prefix
2303,Plenigu la benzinujon,2148_plenigu_la_benzinujon,2148_plenigu_la_tankon.wav,prefix
2322,La akumulatoro malŝargiĝis,2167_la_akumulatoro_malsxargigxis,2167_la_baterio_elcxerpigxis.wav,prefix
2326,Ĉu vi povus sendi mekanikiston?,2171_cxu_vi_povus_sendi_mekanikiston,2171_cxu_vi_povus_sendi_mehxanikiston.wav,prefix
2336,Ĉu vi bonvolus ŝargi la akumulatoron?,2181_cxu_vi_bonvolus_sxargi_la_akumulatoron,2181_cxu_vi_bonvolus_sxargi_la_baterion.wav,prefix
2348,Ĉu vi bonvolus aldoni bremslikvaĵon?,2193_cxu_vi_bonvolus_aldoni_bremslikvajxon,2193_cxu_vi_bonvolus_aldoni_bremsfluajxon.wav,prefix
2367,Buskoridoro,2212_buskoridoro,2212_busstrio.wav,prefix
2374,Trafiklumoj,2219_trafiklumoj,2219_trafiklumo_regulado.wav,prefix
2395,Kie mi ŝanĝu aŭtobuson por Zagrebo?,2240_kie_mi_sxangxu_auxtobuson_por_zagrebo,2240_kie_mi_transiru_por_zagrebo.wav,prefix
2416,Vi devos ŝanĝi aŭtobuson en Oslo,2261_vi_devos_sxangxi_auxtobuson_en_oslo,2261_vi_devos_transiri_en_oslo.wav,prefix
2419,Kiu kajo?,2264_kiu_kajo,2264_kiu_platformo.wav,prefix
2425,Ĉu tio estas ekspresa trajno?,2270_cxu_tio_estas_ekspresa_trajno,2270_cxu_tio_estas_rapidtrajno.wav,prefix
2464,Mi ŝatus aldoni 10 funtojn al ĝi,2309_mi_sxatus_aldoni_10_funtojn_al_gxi,2309_mi_sxatus_meti_10_funtojn_sur_gxin.wav,prefix
2493,Tra kie ni nun veturas?,2338_tra_kie_ni_nun_veturas,2338_kie_ni_nun_traveturas.wav,prefix
2529,Kio estas la adreso?,2374_kio_estas_la_adreso,2374_kiu_estas_la_adreso.wav,prefix
2532,Kie estas la taksimetro?,2377_kie_estas_la_taksimetro,2377_kie_estas_la_taksometro.wav,prefix
2547,Estas flughavena krompago,2392_estas_flughavena_krompago,2392_estas_flughavena_superpago.wav,prefix
2561,Bonvolu ŝalti la taksimetron,2406_bonvolu_sxalti_la_taksimetron,2406_bonvolu_sxalti_la_taksometron.wav,prefix
2569,Mi havas marmalsanon,2414_mi_havas_marmalsanon,2414_mi_marmalsanas.wav,prefix
2589,La krozado estis mirinda,2434_la_krozado_estis_mirinda,2434_la_kruzo_estis_mirinda.wav,prefix
2633,Ĉu en mia ĉambro estas ŝtopilingo por mia elektra razilo?,2478_cxu_en_mia_cxambro_estas_sxtopilingo_por_mia_elektra_razilo,2478_cxu_en_mia_cxambro_estas_prizo_por_mia_elektra_razilo.wav,prefix
2649,Mi ŝatus plenan pensionon,2494_mi_sxatus_plenan_pensionon,2494_mi_sxatus_plenan_pension.wav,prefix
2727,"Mi bezonas, ke oni lavu ĉi tion",2572_mi_bezonas_ke_oni_lavu_cxi_tion,2572_mi_bezonas_lavi_cxi_tion.wav,prefix
2744,Kie estas la savelirejo?,2589_kie_estas_la_savelirejo,2589_kie_estas_la_urgxa_elirejo.wav,prefix
2781,"Ne, ni ne uzis ĝin",2626_ne_ni_ne_uzis_gxin,2626_ne_ni_ne_uzis.wav,prefix
2782,Ĉu la servokotizo estas inkluzivita?,2627_cxu_la_servokotizo_estas_inkluzivita,2627_cxu_la_servkotizo_estas_inkluzivita.wav,prefix
2787,Ĉu vi akceptas usonajn dolarojn?,2632_cxu_vi_akceptas_usonajn_dolarojn,2632_cxu_vi_akceptas_amerikajn_dolarojn.wav,prefix
2798,Kiom oni fakturis al mi por la minibaro?,2643_kiom_oni_fakturis_al_mi_por_la_minibaro,2643_kiom_oni_kalkulis_al_mi_por_la_minibaro.wav,prefix
2848,"Mi rezervis duoblan liton, sed ricevis du apartajn litojn",2693_mi_rezervis_duoblan_liton_sed_ricevis_du_apartajn_litojn,2693_mi_rezervis_duoblan_liton_sed_ricevis_du_unulitajn.wav,prefix
2868,Mi bezonas ŝvabrilon,2713_mi_bezonas_sxvabrilon,2713_mi_bezonas_sxvabron.wav,prefix
2884,Mi bezonas suĉkloŝon,2729_mi_bezonas_sucxklosxon,2729_mi_bezonas_ventuzilon.wav,prefix
2908,"Jes, mi havas rezervon",2753_jes_mi_havas_rezervon,2753_jes_gxi_estas_mendita.wav,prefix
3076,Ĉu vi ŝatus iom da deserto?,2921_cxu_vi_sxatus_iom_da_deserto,2921_kiel_pri_iom_da_deserto.wav,prefix
3087,"Jes, ili ankaŭ ŝatas kalzoneon",2932_jes_ili_ankaux_sxatas_kalzoneon,2932_jes_ili_ankaux_sxatas_kalconon.wav,prefix
3122,Ĉu la kalkulo inkluzivas la servokotizon?,2967_cxu_la_kalkulo_inkluzivas_la_servokotizon,2967_cxu_la_kalkulo_inkluzivas_la_servan_pagon.wav,prefix
3162,Ĝi ne estas sufiĉe kuirita,3007_gxi_ne_estas_suficxe_kuirita,3007_gxi_ne_estas_suficxe_bakita.wav,prefix
3218,Mi ŝatas bifstekon el bova lumbaĵo,3063_mi_sxatas_bifstekon_el_bova_lumbajxo,3063_mi_sxatas_sirlojnan_bifstekon.wav,prefix
3227,Mi prenos la rostbefon,3072_mi_prenos_la_rostbefon,3072_mi_prenos_la_rostbifon.wav,prefix
3270,Ŝi ne ŝatas limeojn,3115_sxi_ne_sxatas_limeojn,3115_sxi_ne_sxatas_limon.wav,prefix
3282,Ni prenos du oksikokajn mufinojn,3127_ni_prenos_du_oksikokajn_mufinojn,3127_ni_prenos_du_kranberajn_mufinojn.wav,prefix
3283,Ŝi prenos grapfruktan torton kun glaciaĵo,3128_sxi_prenos_grapfruktan_torton_kun_glaciajxo,3128_sxi_prenos_grapfruktan_kukon_kun_glaciajxo.wav,prefix
3310,Ne uzu tro multe da akra kapsiko,3155_ne_uzu_tro_multe_da_akra_kapsiko,3155_ne_uzu_tro_multe_da_cxilio.wav,prefix
3313,Mi ŝatus la panumitan kukurbeton,3158_mi_sxatus_la_panumitan_kukurbeton,3158_mi_sxatus_la_panitan_zukinon.wav,prefix
3318,Li prenos la brezitajn karotojn kaj kikerojn,3163_li_prenos_la_brezitajn_karotojn_kaj_kikerojn,3163_li_prenos_la_brasitajn_karotojn_kaj_kikerojn.wav,prefix
3350,Mi volas iom da lardo,3195_mi_volas_iom_da_lardo,3195_mi_volas_iom_da_bekono.wav,prefix
3359,Mi ŝatas ŝorbeton,3204_mi_sxatas_sxorbeton,3204_mi_sxatas_sorbeton.wav,prefix
3362,Ŝi ŝatas benjetojn,3207_sxi_sxatas_benjetojn,3207_sxi_sxatas_ringokukojn.wav,prefix
3367,Mi ŝatus la rizan pudingon,3212_mi_sxatus_la_rizan_pudingon,3212_mi_sxatus_la_rizopudinon.wav,prefix
3368,Mi ŝatus patkukojn kun acera siropo,3213_mi_sxatus_patkukojn_kun_acera_siropo,3213_mi_sxatus_pankukojn_kun_acera_siropo.wav,prefix
3370,Ĉu vi manĝas kornajn bulkojn ĉiutage?,3215_cxu_vi_mangxas_kornajn_bulkojn_cxiutage,3215_cxu_vi_mangxas_kruasanojn_cxiutage.wav,prefix
3401,Ĉu estas magazeno proksime?,3246_cxu_estas_magazeno_proksime,3246_cxu_estas_universala_magazeno_proksime.wav,prefix
3408,Butikoŝtelistoj estos juĝe persekutataj,3253_butikosxtelistoj_estos_jugxe_persekutataj,3253_butikosxtelistoj_estos_procesitaj.wav,prefix
3449,Kian grandecon havas ĉi tiu ŝorto?,3294_kian_grandecon_havas_cxi_tiu_sxorto,3294_kiugrandaj_estas_cxi_tiuj_sxortoj.wav,prefix
3456,Mi serĉas ion sablokoloran,3301_mi_sercxas_ion_sablokoloran,3301_mi_sercxas_ion_begxan.wav,prefix
3466,Ĉu vi havas jakon konvenan al ĉi tiu pantalono?,3311_cxu_vi_havas_jakon_konvenan_al_cxi_tiu_pantalono,3311_cxu_vi_havas_jakon_konvenan_al_cxi_tiuj_pantalonoj.wav,prefix
3472,Bonvolu meti ĉi tion flanken por mi,3317_bonvolu_meti_cxi_tion_flanken_por_mi,3317_bonvolu_flankmeti_cxi_tion_por_mi.wav,prefix
3484,Mi ŝatus paron da zorioj,3329_mi_sxatus_paron_da_zorioj,3329_mi_sxatus_paron_da_fingrosandaloj.wav,prefix
3485,Bonvolu montri al mi tiun paron da pantofloj,3330_bonvolu_montri_al_mi_tiun_paron_da_pantofloj,3330_bonvolu_montri_al_mi_tiun_paron_da_pantofoj.wav,prefix
3494,Ili perfekte sidas al mi,3339_ili_perfekte_sidas_al_mi,3339_ili_sidas_sur_mi_kiel_ganto.wav,prefix
3498,Mi serĉas koltukon,3343_mi_sercxas_koltukon,3343_mi_sercxas_skarfon.wav,prefix
3502,Ĉi tiuj gantoj estas tro malvastaj,3347_cxi_tiuj_gantoj_estas_tro_malvastaj,3347_cxi_tiuj_gantoj_estas_tro_stretaj.wav,prefix
3534,Mi ŝatus tubon da dentopasto,3379_mi_sxatus_tubon_da_dentopasto,3379_mi_sxatus_tubon_de_dentopasto.wav,prefix
3629,Mi ŝatus aĉeti memoraĵon de la urbo,3474_mi_sxatus_acxeti_memorajxon_de_la_urbo,3474_mi_sxatus_acxeti_suveniron_de_la_urbo.wav,prefix
3664,Mi ŝatus tiun pecon da fromaĝo,3509_mi_sxatus_tiun_pecon_da_fromagxo,3509_mi_sxatus_tiun_pecon_de_fromagxo.wav,prefix
3672,Kiujn markojn vi havas kun filtriloj?,3517_kiujn_markojn_vi_havas_kun_filtriloj,3517_kiujn_markojn_vi_havas_kun_filtroj.wav,prefix
3675,Mi ŝatus bastonpanon,3520_mi_sxatus_bastonpanon,3520_mi_sxatus_bageton.wav,prefix
3715,Mi ŝatus vidi kelkajn poemarojn,3560_mi_sxatus_vidi_kelkajn_poemarojn,3560_mi_sxatus_vidi_kelkajn_librojn_pri_poezio.wav,prefix
3719,Mi ŝatus bukedon da ruĝaj rozoj,3564_mi_sxatus_bukedon_da_rugxaj_rozoj,3564_mi_sxatus_bukedon_de_rugxaj_rozoj.wav,prefix
3726,Mi bezonas makedona-ukrainan vortaron,3571_mi_bezonas_makedona_ukrainan_vortaron,3571_mi_bezonas_makedonan_ukrainan_vortaron.wav,prefix
3737,"Ĉu vi povus diri al mi, kie estas brokanta librovendejo?",3582_cxu_vi_povus_diri_al_mi_kie_estas_brokanta_librovendejo,3582_cxu_vi_povus_montri_al_mi_antikvaran_librovendejon.wav,prefix
3751,"Pardonu, ni akceptas nur kontantan monon",3596_pardonu_ni_akceptas_nur_kontantan_monon,3596_pardonu_ni_akceptas_nur_kontanton.wav,prefix
3868,Mi ŝatus preni teatran binoklon,3713_mi_sxatus_preni_teatran_binoklon,3713_mi_sxatus_preni_teatran_lorneton.wav,prefix
3936,"Unu plenkreskulan bileton kaj du infanajn biletojn, mi petas",3781_unu_plenkreskulan_bileton_kaj_du_infanajn_biletojn_mi_petas,3781_unu_plenkreskulan_kaj_du_infanajn_mi_petas.wav,prefix
3990,Kie mi povas lui surfotabulon?,3835_kie_mi_povas_lui_surfotabulon,3835_kie_mi_povas_lui_surftabulon.wav,prefix
3999,Kiom kostas lui malsekkostumon por unu tago?,3844_kiom_kostas_lui_malsekkostumon_por_unu_tago,3844_kiom_kostas_lui_akvokostumon_por_unu_tago.wav,prefix
4014,Estis remiso,3859_estis_remiso,3859_estis_remizo.wav,prefix
4022,Kiu estas la arbitracianto?,3867_kiu_estas_la_arbitracianto,3867_kiu_estas_la_arbitro.wav,prefix
4032,Kie estas la tenisejo?,3877_kie_estas_la_tenisejo,3877_kie_estas_la_teniskorto.wav,prefix
4056,"Kia, laŭ vi, estos la fina rezulto?",3901_kia_laux_vi_estos_la_fina_rezulto,3901_kiel_vi_pensas_kia_estos_la_fina_rezulto.wav,prefix
4059,Kiom kostas lui la tenisejon?,3904_kiom_kostas_lui_la_tenisejon,3904_kiom_kostas_lui_la_korton.wav,prefix
4065,Kiaj estas la vetŝancoj de la favorato?,3910_kiaj_estas_la_vetsxancoj_de_la_favorato,3910_kiaj_estas_la_vetproporcioj_por_la_favorato.wav,prefix
4068,"Kiom estas la minimuma veto, kiun mi povas fari?",3913_kiom_estas_la_minimuma_veto_kiun_mi_povas_fari,3913_kiu_estas_la_minimuma_veto_kiun_mi_povas_fari.wav,prefix
4071,Kio estas la norma nombro da batoj por ĉi tiu truo?,3916_kio_estas_la_norma_nombro_da_batoj_por_cxi_tiu_truo,3916_kio_estas_la_paro_por_cxi_tiu_truo.wav,prefix
4073,Kiom da boatoj partoprenas en ĉi tiu regatto?,3918_kiom_da_boatoj_partoprenas_en_cxi_tiu_regatto,3918_kiom_da_boatoj_partoprenas_en_cxi_tiu_regato.wav,prefix
4115,Ĉu vi havas ruldomon?,3960_cxu_vi_havas_ruldomon,3960_cxu_vi_havas_karavanon.wav,prefix
4131,Ĉu vi povas alporti vian propran rostokradon?,3976_cxu_vi_povas_alporti_vian_propran_rostokradon,3976_cxu_vi_povas_alporti_vian_propran_grilon.wav,prefix
4151,Kion vi diras pri promeno en la arbaro?,3996_kion_vi_diras_pri_promeno_en_la_arbaro,3996_kiel_pri_promeno_en_la_arbaro.wav,prefix
4176,Ĉu iu volus ludi sagetojn?,4021_cxu_iu_volus_ludi_sagetojn,4021_cxu_iu_volus_ludi_dartojn.wav,prefix
4181,Ŝi kultivas sojfabojn,4026_sxi_kultivas_sojfabojn,4026_sxi_kultivas_sojon.wav,prefix
4197,Ŝi rastis la foliojn en amason,4042_sxi_rastis_la_foliojn_en_amason,4042_sxi_rakis_la_foliojn_en_amason.wav,prefix
4210,Ĉu vi ŝatus mantukon?,4055_cxu_vi_sxatus_mantukon,4055_cxu_vi_sxatus_tukon.wav,prefix
4214,Mi boligos akvon,4059_mi_boligos_akvon,4059_mi_metos_la_bolkrucxon.wav,prefix
4223,Ĉu vi ŝatus toaston?,4068_cxu_vi_sxatus_toaston,4068_cxu_vi_sxatus_toston.wav,prefix
4227,La akvo jam bolas,4072_la_akvo_jam_bolas,4072_la_bolilo_bolis.wav,prefix
4240,Ĉu vi ŝatus ĝinon kun toniko?,4085_cxu_vi_sxatus_gxinon_kun_toniko,4085_cxu_vi_sxatus_ginon_kun_toniko.wav,prefix
4267,Kiom estas la provizio?,4112_kiom_estas_la_provizio,4112_kia_estas_la_provizio.wav,prefix
4294,"Ĉu mi povus ricevi konteltiron, mi petas?",4139_cxu_mi_povus_ricevi_konteltiron_mi_petas,4139_cxu_mi_povus_ricevi_kontoekstrakton_mi_petas.wav,prefix
4307,Mi ŝatus ĝiri iom da mono en ĉi tiun konton,4152_mi_sxatus_gxiri_iom_da_mono_en_cxi_tiun_konton,4152_mi_sxatus_transloki_iom_da_mono_al_cxi_tiu_konto.wav,prefix
4311,Kiom estas la interezprocento de ĉi tiu konto?,4156_kiom_estas_la_interezprocento_de_cxi_tiu_konto,4156_kia_estas_la_interezprocento_de_cxi_tiu_konto.wav,prefix
4315,Kiom estas via buĝeto?,4160_kiom_estas_via_bugxeto,4160_kia_estas_via_bugxeto.wav,prefix
4321,Mi serĉas bangalon,4166_mi_sercxas_bangalon,4166_mi_sercxas_bungalon.wav,prefix
4325,Kiom estas la petata prezo?,4170_kiom_estas_la_petata_prezo,4170_kiu_estas_la_petata_prezo.wav,prefix
4340,Kiom estas la monata pago?,4185_kiom_estas_la_monata_pago,4185_kiom_estas_la_monata_kotizo.wav,prefix
4350,Interesas min ekscii pli pri ĉi tiu posedaĵo,4195_interesas_min_ekscii_pli_pri_cxi_tiu_posedajxo,4195_mi_interesigxas_scii_pli_pri_cxi_tiu_posedajxo.wav,prefix
4372,"Mildan konstantan ondumadon, mi petas",4217_mildan_konstantan_ondumadon_mi_petas,4217_mildan_permanentan_ondigon_mi_petas.wav,prefix
4378,Ĉu vi havas dislimon?,4223_cxu_vi_havas_dislimon,4223_cxu_vi_havas_disigon.wav,prefix
4388,Mi ŝatus helajn striojn en miaj haroj,4233_mi_sxatus_helajn_striojn_en_miaj_haroj,4233_mi_sxatus_harlumojn.wav,prefix
4393,Ĉu vi faras senharigon?,4238_cxu_vi_faras_senharigon,4238_cxu_vi_faras_epiladon.wav,prefix
4394,Mi ŝatus senharigon de miaj kruroj per vakso,4239_mi_sxatus_senharigon_de_miaj_kruroj_per_vakso,4239_mi_sxatus_vaksan_epiladon_de_miaj_kruroj.wav,prefix
4396,"Mi ŝatus manikuron, mi petas",4241_mi_sxatus_manikuron_mi_petas,4241_mi_sxatus_manikiuron_mi_petas.wav,prefix
4420,Mi ŝatus ricevi masaĝon de la kranihaŭto,4265_mi_sxatus_ricevi_masagxon_de_la_kranihauxto,4265_mi_sxatus_ricevi_masagxon_de_la_skalpo.wav,prefix
4422,"Mi ŝatus, ke vi fajlu kaj formu miajn ungojn",4267_mi_sxatus_ke_vi_fajlu_kaj_formu_miajn_ungojn,4267_mi_sxatus_ke_vi_fajlu_kaj_formigu_miajn_ungojn.wav,prefix
4427,La jako estas malvasta,4272_la_jako_estas_malvasta,4272_la_jako_estas_streta.wav,prefix
4449,Ĉu vi povus longigi ĉi tiun pantalonon je centimetro?,4294_cxu_vi_povus_longigi_cxi_tiun_pantalonon_je_centimetro,4294_cxu_vi_povus_longigi_cxi_tiujn_pantalonojn_je_centimetro.wav,prefix
4462,"Mi pensas, ke ĝi bezonas novan pilon",4307_mi_pensas_ke_gxi_bezonas_novan_pilon,4307_mi_pensas_ke_gxi_bezonas_novan_baterion.wav,prefix
4471,Ĉu vi povas anstataŭigi la pilon?,4316_cxu_vi_povas_anstatauxigi_la_pilon,4316_cxu_vi_povas_anstatauxigi_la_baterion.wav,prefix
4483,Ĉu vi havas pilon por ĉi tio?,4328_cxu_vi_havas_pilon_por_cxi_tio,4328_cxu_vi_havas_baterion_por_cxi_tio.wav,prefix
4484,Ĉu vi bonvolus ŝanĝi la pilon en mia horloĝo?,4329_cxu_vi_bonvolus_sxangxi_la_pilon_en_mia_horlogxo,4329_cxu_vi_bonvolus_sxangxi_la_baterion_en_mia_horlogxo.wav,prefix
