PhraseID,current_phrase,current_audio_key,matched_audio_file,match_type
2491,Kiom da haltejoj estas de ĉi tie?,2336_kiom_da_haltejoj_estas_de_cxi_tie,2336_kiom_da_haltejoj_de_cxi_tie.wav,prefix_fallback
2541,Bonvolu elekti la plej mallongan vojon,2386_bonvolu_elekti_la_plej_mallongan_vojon,2386_bonvolu_elekti_la_plej_rektan_vojon.wav,prefix_fallback
2594,Kiam la ŝipo foriros al Vaŝingtono?,2439_kiam_la_sxipo_foriros_al_vasxingtono,2439_kiam_la_sxipo_fornavigos_al_vasxingtono.wav,prefix_fallback
2629,Ĉu vi havas gimnastikejon ĉi tie?,2474_cxu_vi_havas_gimnastikejon_cxi_tie,2474_cxu_vi_havas_fitnesejon_cxi_tie.wav,prefix_fallback
2654,Ĉu mi povas havi unulitan ĉambron?,2499_cxu_mi_povas_havi_unulitan_cxambron,2499_cxu_mi_povas_havi_unulokan_cxambron.wav,prefix_fallback
2673,Bonvolu doni al mi vizitkarton kun la adreso de la hotelo,2518_bonvolu_doni_al_mi_vizitkarton_kun_la_adreso_de_la_hotelo,2518_bonvolu_doni_al_mi_vizitkarton_kun_la_hoteladreso.wav,prefix_fallback
2702,Oni devas forlasi la ĉambron je la 12-a tagmeze,2547_oni_devas_forlasi_la_cxambron_je_la_12_a_tagmeze,2547_la_elcxambrigxhoro_estas_je_la_12_a_tagmeze.wav,prefix_fallback
2705,Mi ŝatus meti kelkajn valoraĵojn en la monŝrankon,2550_mi_sxatus_meti_kelkajn_valorajxojn_en_la_monsxrankon,2550_mi_sxatus_meti_kelkajn_valorajxojn_en_la_sejfon.wav,prefix_fallback
2716,Fumado malpermesita,2561_fumado_malpermesita,2561_fumado_malpermesata.wav,prefix_fallback
2732,"Ĉu vi ŝatus, ke oni veku vin?",2577_cxu_vi_sxatus_ke_oni_veku_vin,2577_cxu_vi_sxatus_vekvokon.wav,prefix_fallback
2749,"Ĉu vi scias, kio estas via internacia kodo?",2594_cxu_vi_scias_kio_estas_via_internacia_kodo,2594_cxu_vi_scias_kiu_estas_via_internacia_kodo.wav,prefix_fallback
2847,Oni ne telefonis al mi por veki min,2692_oni_ne_telefonis_al_mi_por_veki_min,2692_mi_ne_ricevis_mian_vekigan_vokon.wav,prefix_fallback
2864,Mi bezonas balailon,2709_mi_bezonas_balailon,2709_mi_bezonas_balajilon.wav,prefix_fallback
2922,Fumado estas malpermesita,2767_fumado_estas_malpermesita,2767_fumado_estas_malpermesata.wav,prefix_fallback
3004,Mi prenos la pastaĵojn,2849_mi_prenos_la_pastajxojn,2849_mi_prenos_la_pastajxon.wav,prefix_fallback
3051,"Mezrostita, mi petas",2896_mezrostita_mi_petas,2896_duonkruda_mi_petas.wav,prefix_fallback
3146,Ĉi tio estas tro kuirita,2991_cxi_tio_estas_tro_kuirita,2991_cxi_tio_estas_trokuirita.wav,prefix_fallback
3154,Mia mendo ankoraŭ ne alvenis,2999_mia_mendo_ankoraux_ne_alvenis,2999_mia_mendajxo_ankoraux_ne_alvenis.wav,prefix_fallback
3194,Mi havas postebrion,3039_mi_havas_postebrion,3039_mi_havas_postebriecon.wav,prefix_fallback
3210,"Paketon da ĉipsoj, mi petas",3055_paketon_da_cxipsoj_mi_petas,3055_paketon_da_krispajxoj_mi_petas.wav,prefix_fallback
3278,Mi preferas ĵeleon el nigra ribo,3123_mi_preferas_jxeleon_el_nigra_ribo,3123_mi_preferas_nigrariban_gxeleon.wav,prefix_fallback
3321,"Pastaĵojn, mi petas",3166_pastajxojn_mi_petas,3166_pastajxon_mi_petas.wav,prefix_fallback
3329,Mi ankaŭ ŝatas panon kun sezamo,3174_mi_ankaux_sxatas_panon_kun_sezamo,3174_mi_ankaux_sxatas_sesampanon.wav,prefix_fallback
3347,Mi ŝatas cerealojn,3192_mi_sxatas_cerealojn,3192_mi_sxatas_cerealiojn.wav,prefix_fallback
3352,Mi ŝatas ĵeleon,3197_mi_sxatas_jxeleon,3197_mi_sxatas_gxeleon.wav,prefix_fallback
3381,Nun estas rabatvendo,3226_nun_estas_rabatvendo,3226_nun_estas_rabatvendotempo.wav,prefix_fallback
3418,Kie estas la provejo?,3263_kie_estas_la_provejo,3263_kie_estas_la_provcxambro.wav,prefix_fallback
3460,Kiam ĉi tiu varo estos en rabatvendo?,3305_kiam_cxi_tiu_varo_estos_en_rabatvendo,3305_kiam_cxi_tiu_varo_estos_en_rabatvendado.wav,prefix_fallback
3473,Mi bezonas paron da mokasenoj,3318_mi_bezonas_paron_da_mokasenoj,3318_mi_bezonas_paron_da_mokasinoj.wav,prefix_fallback
3540,Ĝi estas en la rabatvendo,3385_gxi_estas_en_la_rabatvendo,3385_gxi_estas_en_la_rabatvendado.wav,prefix_fallback
3546,Mi ŝatus paletron da ŝminko por la palpebroj,3391_mi_sxatus_paletron_da_sxminko_por_la_palpebroj,3391_mi_sxatus_paletron_de_palpebrsxminko.wav,prefix_fallback
3553,"Akvorezistan ŝminkon por okulharoj, bonvolu",3398_akvorezistan_sxminkon_por_okulharoj_bonvolu,3398_akvorezistan_maskaron_bonvolu.wav,prefix_fallback
3592,Ĉe ni estas rabatvendo,3437_cxe_ni_estas_rabatvendo,3437_cxe_ni_estas_rabatvendado.wav,prefix_fallback
3595,Ĉu vi havas la saman?,3440_cxu_vi_havas_la_saman,3440_cxu_vi_havas_tian_saman.wav,prefix_fallback
3791,Ĝi estas filmo de suspenso,3636_gxi_estas_filmo_de_suspenso,3636_gxi_estas_trilero.wav,prefix_fallback
3820,Ĉu ni prenu pufmaizon?,3665_cxu_ni_prenu_pufmaizon,3665_cxu_ni_prenu_popcornon.wav,prefix_fallback
3824,La filmo gajnis premion ĉe la Festivalo de Cannes,3669_la_filmo_gajnis_premion_cxe_la_festivalo_de_cannes,3669_la_filmo_gajnis_premion_cxe_la_kana_festivalo.wav,prefix_fallback
3869,Kie estas la vestejo?,3714_kie_estas_la_vestejo,3714_kie_estas_la_vestogardeejo.wav,prefix_fallback
3970,Ĉi-vespere estas tre homplene,3815_cxi_vespere_estas_tre_homplene,3815_cxi_vespere_estas_tre_homplena.wav,prefix_fallback
3972,Kion vi pensas pri la diskĵokeo?,3817_kion_vi_pensas_pri_la_diskjxokeo,3817_kion_vi_pensas_pri_la_diskojxokeo.wav,prefix_fallback
4008,"Certiĝu, ke vi havas savjakon",3853_certigxu_ke_vi_havas_savjakon,3853_certigxu_ke_vi_havas_savvesxton.wav,prefix_fallback
4057,Kie okazos la konkurso de ĵudo?,3902_kie_okazos_la_konkurso_de_jxudo,3902_kie_okazos_la_jxudoa_konkurso.wav,prefix_fallback
4070,Kie mi povas lui golfbastonojn kaj golfĉaron?,3915_kie_mi_povas_lui_golfbastonojn_kaj_golfcxaron,3915_kie_mi_povas_lui_golfbastonojn_kaj_golfveturileton.wav,prefix_fallback
4122,Ĉu estas tendumejo proksime?,3967_cxu_estas_tendumejo_proksime,3967_cxu_estas_tendejo_proksime.wav,prefix_fallback
4125,Estas pli ol 2 kilometroj,3970_estas_pli_ol_2_kilometroj,3970_gxi_estas_pli_longa_ol_2_kilometroj.wav,prefix_fallback
4143,Ĉasado estas malpermesita ĉi tie,3988_cxasado_estas_malpermesita_cxi_tie,3988_cxasado_estas_malpermesata_cxi_tie.wav,prefix_fallback
4154,Ĉu ni supreniros per telfero?,3999_cxu_ni_supreniros_per_telfero,3999_cxu_ni_supreniros_per_teleferilo.wav,prefix_fallback
4175,Mia patrino estas fanatikulo pri televidaj romanoj,4020_mia_patrino_estas_fanatikulo_pri_televidaj_romanoj,4020_mia_patrino_estas_fanatikulo_pri_sapoperoj.wav,prefix_fallback
4235,Sentu vin komforte en la salono,4080_sentu_vin_komforte_en_la_salono,4080_komfortigu_vin_en_la_salono.wav,prefix_fallback
4255,Ĉu vi volas elekti alian servon?,4100_cxu_vi_volas_elekti_alian_servon,4100_cxu_elekti_alian_servon.wav,prefix_fallback
4295,"Ĉu mi povus mendi novan ĉekaron, mi petas?",4140_cxu_mi_povus_mendi_novan_cxekaron_mi_petas,4140_cxu_mi_povus_mendi_novan_cxeklibron_mi_petas.wav,prefix_fallback
4364,Mi bezonas tondadon,4209_mi_bezonas_tondadon,4209_mi_bezonas_hartondon.wav,prefix_fallback
4365,Mi ŝatus franĝon,4210_mi_sxatus_frangxon,4210_mi_sxatus_fruntoharojn.wav,prefix_fallback
4372,"Mildan permanentan ondigon, mi petas",4217_mildan_permanentan_ondigon_mi_petas,4217_mildan_permanenton_mi_petas.wav,prefix_fallback
4373,"Tondadon kaj razadon, mi petas",4218_tondadon_kaj_razadon_mi_petas,4218_tondon_kaj_razon_mi_petas.wav,prefix_fallback
4405,Bonvolu tondi kaj feni miajn harojn,4250_bonvolu_tondi_kaj_feni_miajn_harojn,4250_bonvolu_tondi_kaj_fensekigi_miajn_harojn.wav,prefix_fallback
4408,Bonvolu fari al mi mezan disigon en la haroj,4253_bonvolu_fari_al_mi_mezan_disigon_en_la_haroj,4253_bonvolu_fari_al_mi_mezan_harfendon.wav,prefix_fallback
4412,"Jes. Iom da sprajo por haroj, mi petas",4257_jes_iom_da_sprajo_por_haroj_mi_petas,4257_jes_iom_da_harsprajo_mi_petas.wav,prefix_fallback
4413,"Iom da ĝelo por haroj, mi petas",4258_iom_da_gxelo_por_haroj_mi_petas,4258_iom_da_hargxelo_mi_petas.wav,prefix_fallback
4415,"Ĉu vi povus tondi miajn lipharojn, mi petas?",4260_cxu_vi_povus_tondi_miajn_lipharojn_mi_petas,4260_cxu_vi_povus_tondeti_miajn_lipharojn_mi_petas.wav,prefix_fallback
4419,Mi ŝatus havi traktadon de la vizaĝo,4264_mi_sxatus_havi_traktadon_de_la_vizagxo,4264_mi_sxatus_havi_vizagxtraktadon.wav,prefix_fallback
4420,Mi ŝatus ricevi masaĝon de la skalpo,4265_mi_sxatus_ricevi_masagxon_de_la_skalpo,4265_mi_sxatus_ricevi_skalpomasagxon.wav,prefix_fallback
4461,Ĉu mi povas rigardi ĝin?,4306_cxu_mi_povas_rigardi_gxin,4306_cxu_mi_povas_rigardi_ilin.wav,prefix_fallback
4464,Ĝi estos preta ĝis morgaŭ,4309_gxi_estos_preta_gxis_morgaux,4309_ili_estos_pretaj_gxis_morgaux.wav,prefix_fallback
4486,Kie estas la plej proksima riparejo por ŝuoj?,4331_kie_estas_la_plej_proksima_riparejo_por_sxuoj,4331_kie_estas_la_plej_proksima_sxuriparejo.wav,prefix_fallback
4498,Mi ŝatus kontrolan ekzamenon,4343_mi_sxatus_kontrolan_ekzamenon,4343_mi_sxatus_kontrolekzamenon.wav,prefix_fallback
4501,Ĉu vi havas kapturnon?,4346_cxu_vi_havas_kapturnon,4346_cxu_vi_kapturnas.wav,prefix_fallback
4519,Kie estas la rentgena ĉambro?,4364_kie_estas_la_rentgena_cxambro,4364_kie_estas_la_rentgenejo.wav,prefix_fallback
4600,Mi havas gorĝdoloron,4445_mi_havas_gorgxdoloron,4445_mi_havas_gorgxodoloron.wav,prefix_fallback
4730,Ĉu ĉi tiuj sunokulvitroj havas UV-protekton?,4575_cxu_cxi_tiuj_sunokulvitroj_havas_uv_protekton,4575_cxu_cxi_tiuj_sunokularoj_havas_uv_protekton.wav,prefix_fallback
4745,Ĉu vi havas kontraŭdolorilojn?,4590_cxu_vi_havas_kontrauxdolorilojn,4590_cxu_vi_havas_dolorsilentilojn.wav,prefix_fallback
4797,Restu sur la linio,4642_restu_sur_la_linio,4642_restu_surlinie.wav,prefix_fallback
4819,Mi ne ricevas vokan signalon,4664_mi_ne_ricevas_vokan_signalon,4664_mi_ne_ricevas_elvokan_tonon.wav,prefix_fallback
4848,"Ne demetu ankoraŭ la aŭdilon, mi petas",4693_ne_demetu_ankoraux_la_auxdilon_mi_petas,4693_ne_surmetu_ankoraux_la_auxdilon_mi_petas.wav,prefix_fallback
4850,Ĉu vi povas diski la numeron por mi?,4695_cxu_vi_povas_diski_la_numeron_por_mi,4695_cxu_vi_povas_tajpi_la_numeron_por_mi.wav,prefix_fallback
4851,Mi vidos ĉu mi povas konekti vin,4696_mi_vidos_cxu_mi_povas_konekti_vin,4696_mi_vidos_cxu_mi_povas_transligi_vin.wav,prefix_fallback
4859,Atendu la signalon kaj disku la numeron,4704_atendu_la_signalon_kaj_disku_la_numeron,4704_atendu_la_signalon_kaj_komponu_la_numeron.wav,prefix_fallback
4867,"Pardonu, ŝi estas sur alia linio",4712_pardonu_sxi_estas_sur_alia_linio,4712_pardonu_sxi_parolas_per_alia_linio.wav,prefix_fallback
4869,Bonvolu demeti la aŭdilon kaj telefoni denove,4714_bonvolu_demeti_la_auxdilon_kaj_telefoni_denove,4714_bonvolu_meti_la_auxdilon_kaj_telefoni_denove.wav,prefix_fallback
4923,Kio estas la valoro?,4768_kio_estas_la_valoro,4768_kia_estas_la_valoro.wav,prefix_fallback
4962,Ĉe kiu giĉeto estas poŝtrestante?,4807_cxe_kiu_gicxeto_estas_posxtrestante,4807_cxe_kiu_gicxeto_estas_la_poste_restante.wav,prefix_fallback
4969,Mi kunsendas mian vivresumon,4814_mi_kunsendas_mian_vivresumon,4814_bonvolu_trovi_mian_vivresumon_aldonitan.wav,prefix_fallback
5089,Ĉu jam estas malfrue?,4934_cxu_jam_estas_malfrue,4934_cxu_jam_malfrue.wav,prefix_fallback
